"DateTime","Final price","Historical Low"
"2016-05-17 15:50:17",39.99,39.99
"2016-09-01 17:10:41",35.99,35.99
"2016-09-05 17:23:46",39.99,35.99
"2016-09-14 08:20:40",35.99,35.99
"2016-09-16 17:21:29",39.99,35.99
"2016-10-28 18:50:00",35.99,35.99
"2016-11-02 08:07:29",39.99,35.99
"2016-11-23 20:53:32",26.79,26.79
"2016-11-30 19:25:33",39.99,26.79
"2016-12-15 18:11:35",26.79,26.79
"2016-12-19 18:12:26",39.99,26.79
"2016-12-22 19:33:30",26.79,26.79
"2017-01-02 18:17:59",39.99,26.79
"2017-03-24 08:05:11",23.99,23.99
"2017-03-27 17:23:35",39.99,23.99
"2017-04-06 17:03:02",23.99,23.99
"2017-04-10 17:32:59",39.99,23.99
"2017-06-14 18:50:05",19.99,19.99
"2017-06-19 17:23:24",39.99,19.99
"2017-06-22 21:26:58",19.99,19.99
"2017-07-05 17:16:30",39.99,19.99
"2017-09-21 17:40:09",19.99,19.99
"2017-09-22 08:04:53",16,16
"2017-09-25 17:21:13",39.99,16
"2017-10-26 21:05:03",15.99,15.99
"2017-11-01 17:25:11",39.99,15.99
"2017-11-22 18:08:14",15.99,15.99
"2017-11-28 18:15:01",39.99,15.99
"2017-12-21 18:08:03",15.99,15.99
"2018-01-04 18:50:20",39.99,15.99
"2018-02-15 18:09:10",15.99,15.99
"2018-02-19 18:19:36",39.99,15.99
"2018-03-08 18:10:31",15.99,15.99
"2018-03-12 17:10:57",39.99,15.99
"2018-05-17 17:10:29",15.99,15.99
"2018-05-21 17:21:04",39.99,15.99
"2018-06-21 17:39:02",15.99,15.99
"2018-07-05 17:20:26",39.99,15.99
"2018-09-06 17:02:02",15.99,15.99
"2018-09-10 17:22:53",39.99,15.99
"2018-11-21 18:29:46",15.99,15.99
"2018-11-27 18:25:21",19.99,15.99
"2018-11-27 19:02:52",39.99,15.99
"2018-12-20 18:07:34",19.99,15.99
"2018-12-20 20:40:33",15.99,15.99
"2019-01-03 19:43:30",39.99,15.99
"2019-02-04 18:29:12",15.99,15.99
"2019-02-11 21:04:54",39.99,15.99
"2019-02-28 18:11:02",15.99,15.99
"2019-03-04 18:24:13",39.99,15.99
"2019-05-30 17:11:27",15.99,15.99
"2019-06-07 17:02:17",39.99,15.99
"2019-06-25 17:45:52",15.99,15.99
"2019-07-09 18:01:49",39.99,15.99
"2019-10-17 17:20:21",15.99,15.99
"2019-10-21 17:36:54",39.99,15.99
"2019-11-26 18:08:57",15.99,15.99
"2019-12-03 18:12:18",39.99,15.99
"2019-12-19 18:11:10",15.99,15.99
